,0
774,and vision.
775,certification in pro/engineer
776,creo
777,cadds4x-sunhardware
778,autocad-r2002
779,fastcad
780,procad.
781,ads
782,basis
783,translated
784,solutions
785,brand identity
786,flash
787,freehand
788,hansen
789,illustration
790,logo design
791,premier
792,prepress
793,promotional
794,pr
795,public relations
796,corporate communications
797,point of purchase
798,pop
799,proofreading
800,content management
801,copy writing
802,front desk
803,marketing collateral
804,marketing strategy
805,receptionist
806,san
807,storage area network
808,tradeshow
809,web content management
810,adobe dreamweaver
811,keypoint
812,prototyping
813,wireframes and illustrations
814,attorney
815,benefits
816,call center
817,cash registers
818,oral
819,consultation
820,greek
821,regulatory compliance
822,money
823,problem-solving skills
824,researching
825,certification: six sigma
826,sheet metal enclosures
827,frames
828,doors
829,panels
830,state       during tenure
831,midlothian high school
832,woods chapel
833,galveston industrial
834,vertex bd
835,key truss 1.184
836,steel smart 7.0
837,shop drawings
838,hilti profis anchor
839,inventor fusion 2013
840,nitro pro 8
841,vu 360
842,steel view
843,pareto's principle
844,autocad 3
845,charts
846,funds
847,lingo
848,mathcad
849,minitab
850,six sigma
851,vertex
852,view
853,exhausts
854,style covers
855,automotive latches
856,chrome
857,powder coating
858,3dmodeling
859,automotive
860,cables
861,catia
862,databases
863,jd edwards
864,pro-e
865,pro engineer
866,shell
867,trade shows
868,aftereffects
869,ad
870,avid
871,film
872,natural
873,composer
874,next
875,camera
876,adobe-photoshop
877,autocad 2
878,corel-draw
879,dos
880,estimating
881,macromedia flash
882,information technology
883,page maker
884,primavera
885,reporter
886,date:                                                                           (zabeer.k)
887,overcome obstacles
888,pos system
889,answering phone
890,blueprint reading
891,bridges
892,computer experience
893,german
894,spanish
895,and graphic arts
896,and consideration. sincerely
897,auto cad
898,editing
899,esri
900,gis
901,gps
902,supervision
903,technician
904,deadlines
905,raffles
906,waiter
907,paier perspective
908,fabric samples
909,finishes
910,specifying materials
911,staircases
912,fireplace
913,window treatments
914,living room
915,ct
916,lace
917,linens
918,silver
919,clothes
920,accessories
921,city
922,conceptual design
923,critical thinking
924,window
925,networking
926,presenting
927,presentation skills
928,microsoft office (word
929,outlook)
930,projectwise explorer
931,adobe professional
932,hart communication
933,some sap experience.
934,photoshop 6.0
935,autocad r14
936,broadband
937,"design and
construction"
938,hvac
939,investments
940,marketing material
941,microstation 7.1
942,renovation
943,surveys
944,used public speaking
945,atd certified
946,procedures
947,combat shield team
948,adult training theory
949,leadership and management
950,award
951,articulate
952,adult learning
953,electronic warfare
954,avionics
955,maintenance
956,back end
957,computer based training
958,learning management system
959,lms
960,online learning
961,online training
962,liaison
963,microsoft software: excel
964,target price
965,merchants
966,including sewing construction
967,trim
968,grading
969,design
970,trims
971,pattern making
972,washing and shrinkage
973,fabrication matching
974,sample room
975,state   chemistry
976,sketch
977,invision
978,omnigraffle
979,after effects
980,keynote
981,rhino
982,watercolor
983,bluebeam
984,design thinking
985,ui/ux
986,mandarin
987,blueprint
988,tops
989,welder
990,acrobat
991,balance
992,brochure design
993,creative design
994,e-mail
995,layout design
996,marketing plan
997,microsoft windows
998,print production
999,quark
1000,audio production
1001,budget planning
1002,computer knowledge
1003,desktop publishing
1004,google analytics
1005,http
1006,mac
1007,mandarin chinese
1008,marketing analysis
1009,market research
1010,marketing strategies
1011,marketing communication
1012,ms excel
1013,ms outlook
1014,ms powerpoint
1015,windows 7
1016,new construction
1017,newsletters
1018,persuasion
1019,positioning
1020,fast learner
1021,radio
1022,television
1023,administrative duties
1024,aia billing
1025,scheduling appointments
1026,expense reports
1027,general office duties
1028,office equipment
1029,scanning
1030,telephony
1031,transcription
1032,travel arrangements
1033,typing 50-60 wpm
1034,managing executive calender
1035,bentley autoplant
1036,cadworx
1037,autodesk vault
1038,navisworks
1039,& flexcad
1040,powerpoint and access
1041,113
1042,2012   patent 8
1043,360
1044,2013   patent 8
1045,840
1046,data gathering
1047,persona development
1048,wire-framing
1049,story writing
1050,interface analysis
1051,vendor relations
1052,client support
1053,systems design
1054,sensor design
1055,technology specialist
1056,itech fitness
1057,lance armstrong
1058,popcap software
1059,konami
1060,softkinetics
1061,big rooster
1062,nec
1063,lg
1064,dewar
1065,sharp
1066,amtouch
1067,immersion
1068,ra sports
1069,fitlinxx
1070,polar
1071,virtual active
1072,workflows
1073,task lists
1074,affinity diagramming
1075,perception
1076,usability
1077,feedback
1078,dynamic data analysis
1079,image processing
1080,subject confidentiality
1081,data integrity
1082,look and feel
1083,running compatibility testing
1084,establishing version control
1085,media
1086,back-end print services
1087,spatial relationships
1088,occlusion
1089,depth of field
1090,perspective
1091,depth cues
1092,reliability
1093,dod
1094,nima
1095,engineers
1096,prototyped
1097,establishing asset needs
1098,s.
1099,kobus
1100,d.
1101,proctor
1102,bank
1103,t.
1104,& liebhaber
1105,d.a.
1106,t.e.
1107,& holste
1108,holste
1109,& kobus
1110,m.
1111,callan
1112,j.
1113,& bank
1114,san diego
1115,ca.   smallman
1116,h.s.
1117,st. john
1118,and cowen
1119,drop lines
1120,ca. technical report
1121,smallman
1122,in press.
1123,used business
1124,well established
1125,apparently
1126,several cubicle spaces
1127,reception area
1128,contractors
1129,sub-contractors
1130,rentable and occupied
1131,surface textures
1132,shorthand
1133,business machines
1134,business law
1135,business writing
1136,computer aided design
1137,email
1138,sales skills
1139,space-planning
1140,typing
1141,pricing  plans
1142,project scope
1143,details
1144,aec architectural template
1145,lotus
1146,art history minor
1147,state    interior design
1148,ibm
1149,notes
1150,microsoft project
1151,adobe photoshop cc
1152,corel draw x7
1153,graphtec
1154,ioline
1155,hs15
1156,live or digital
1157,designer   city
1158,ltd.     2016       city
1159,usa     digital design
1160,patternmaking
1161,usa
1162,fax
1163,by phone
1164,letterheads
1165,conversion
1166,excellent customer service
1167,direct mail
1168,macintosh computers
1169,marketing communications
1170,publisher
1171,monitors
1172,takes notes
1173,copiers
1174,printers
1175,proofing
1176,supply inventory
1177,web development
1178,web pages
1179,cad drafter
1180,3d rendering
1181,ffe
1182,project finance
1183,soon ncidq certified
1184,colorado
1185,counseling teens
1186,approach
1187,concept development
1188,fast
1189,floor plans
1190,"interior
design"
1191,plumbing
1192,teaching
1193,kaufmann's
1194,strawbridge's
1195,elevations
1196,architects
1197,product
1198,and approach.
1199,sales presentations
1200,club meetings
1201,brushes
1202,cleaners
1203,disinfectants
1204,insecticides
1205,acid
1206,abrasives
1207,including vacuums
1208,pressure washers
1209,tires
1210,history
1211,berlin
1212,buenos aires
1213,seoul
1214,hyderabad
1215,internally and externally
1216,better
1217,costing
1218,plm
1219,develop product
1220,quality assurance
1221,sourcing strategy
1222,copywriters
1223,photographers
1224,stylists
1225,illustrators
1226,other designers
1227,account executives
1228,counting
1229,labeling
1230,performance
1231,2009    school name
1232,3-d design
1233,4d
1234,cartooning
1235,computer networks
1236,direct sales
1237,directing
1238,dollies
1239,forklifts
1240,inspecting
1241,logging
1242,mac os
1243,windows
1244,95/98
1245,personnel management
1246,photography
1247,store manager
1248,strategic plans
1249,vista
1250,"state    • 
primarily"
1251,magazines
1252,invitations
1253,state    • design
1254,monthly articles
1255,contents page
1256,infographics
1257,walt disney
1258,stylesheets
1259,usa          skills    3d
1260,adobe cs
1261,book design
1262,catalogs
1263,graphics          design
1264,ie
1265,marketing and sales
1266,packaging design
1267,package design
1268,publication
1269,technical illustration
1270,training material
1271,web graphics
1272,author
1273,leadership development
1274,letters
1275,lotus 1-2-3
1276,mailing
1277,management information systems
1278,news releases
1279,paradox
1280,photo manipulation
1281,press releases
1282,quarkexpress
1283,seminars
1284,tax
1285,user support
1286,answer phones
1287,business  operations
1288,business solutions
1289,creative  direction
1290,creative  director
1291,entrepreneur
1292,fireworks
1293,ux
1294,interactive  design
1295,lab  testing
1296,pencil
1297,product  management
1298,search  engine  optimization
1299,strategy  planning
1300,usability  testing
1301,user  interface
1302,website  design
1303,website development
1304,web sites
1305,advanced problem-solving
1306,advertisements
1307,avenue
1308,press
1309,print design
1310,repairs
1311,sculpture
1312,soldering
1313,acquisitions
1314,"adobe
photoshop"
1315,art direction
1316,brand strategy
1317,clipper
1318,content development
1319,clientele
1320,client relations
1321,"marketing
communications"
1322,microsoft office programs
1323,newsletter
1324,promotional material
1325,vendor management
1326,acrylics
1327,air force
1328,bash
1329,book
1330,brochure
1331,bi
1332,cd
1333,computer hardware
1334,corel draw
1335,digital cameras
1336,editorial
1337,inkjet printers
1338,newspaper
1339,operating systems
1340,35 mm
1341,cameras
1342,pre-press
1343,print shop
1344,scaling
1345,scanners
1346,tv
1347,visio professional
1348,web page
1349,"adobe creative
suite"
1350,apple
1351,building codes
1352,certificate   :   business
1353,bookkeeping
1354,budget development
1355,employee training
1356,salesforce
1357,zoho
1358,online networking.
1359,business communications
1360,business development
1361,copyediting
1362,performance reviews
1363,pearl
1364,persuasive
1365,producer
1366,proposal development
1367,rfi
1368,rfp
1369,web site design
1370,well-organized
1371,unigraphics nx 7.5
1372,8.0
1373,ms access
1374,making visual
1375,inc.
1376,asheville
1377,cody
1378,wy   wildwood furniture
1379,ventura
1380,wapiti
1381,wy   jeri gillett
1382,belfry
1383,powell
1384,wy   dorothea hartley
1385,oakview
1386,leader
1387,netlab
1388,xendesktop
1389,3d design
1390,engineering design
1391,japanese
1392,mechanic
1393,microsoft office suites
1394,new product development
1395,3ds max
1396,adobe after effects
1397,cms
1398,sc
1399,cvs
1400,windows platform
1401,optimization
1402,softimage
1403,staff development
1404,interior designer
1405,sales consultant
1406,self employed
1407,layouts
1408,designer
1409,cold calling
1410,customer service specialist
1411,memory
1412,negotiator
1413,telecom
1414,telecommunication
1415,telecommunications
1416,telephone
1417,calibration
1418,creative direction
1419,ftp
1420,explorer
1421,messaging
1422,router
1423,troubleshoot
1424,attention to detail
1425,cad/cam
1426,e-commerce
1427,microsoft office applications
1428,budget analysis
1429,drivers
1430,driving
1431,job analysis
1432,listening
1433,97
1434,powerpoint presentations
1435,weapons
1436,navy
1437,naval
1438,program management
1439,technical manuals
