,0
376,rules
377,70119
378,air force
379,computer literate
380,directing
381,e-mail
382,frame
383,inspection 2
384,inspecting
385,intel
386,inventory management
387,managerial
388,meetings
389,naval
390,network
391,organizational skills
392,maintain records
393,router
394,supervisory
395,trauma
396,instructor
397,aviation administration
398,safety management
399,workplace safety
400,rotary wing
401,accident investigation
402,aircrew
403,engine repair
404,equal employment opportunity
405,ground support equipment
406,petroleum
407,sheet metal
408,human factors
409,personnel management
410,staff training
411,transportation safety
412,statistical process controls
413,lean six-sigma
414,route cause analysis
415,sample chemical analysis
416,innovative
417,instrumentation
418,valves
419,strainers
420,pipes
421,science
422,separation
423,distillation
424,salination
425,shipping/receiving
426,employee safety
427,conducted upgrades
428,trained operators
429,biological oxygen demand
430,securing laboratory services
431,ordering project supplies
432,color
433,conversion
434,data analysis
435,downstream
436,drivers
437,film
438,inventory control
439,iso9000
440,oil
441,problem solving
442,profit
443,specification
444,statistics
445,team player
446,book
447,c
448,configuration management
449,counseling
450,cpr
451,first aid
452,managing
453,pick
454,qa
455,teamwork
456,blueprint
457,business correspondence
458,computer knowledge
459,draw
460,clients
461,customer satisfaction
462,direction
463,estimating
464,firing
465,government regulations
466,management skills
467,microsoft office suite
468,organizer
469,project planning
470,promotion
471,supply chain
472,catia v
473,risk management
474,trade shows
475,aircraft
476,weather
477,arrival times
478,garment
479,excellent oral
480,contracts
481,dependable
482,director
483,marketing
484,market
485,proposals
486,receptionist
487,telephone
488,training programs
489,video
490,.net
491,api
492,automate
493,backup
494,bash
495,c++
496,critical thinking
497,css
498,designing
499,ecommerce
500,engineer
501,xml
502,google analytics
503,php
504,javascript
505,linux
506,ms access
507,exchange
508,microsoft office package
509,mvc
510,mysql
511,natural language processing
512,nosql
513,object oriented
514,oop
515,operating systems
516,page
517,perl
518,postgresql
519,programming
520,scripts
521,script
522,software engineering
523,software testing
524,system administration
525,visual basic
526,visual studio
527,website
528,electro/mechanical skill
529,vertical
530,horizontal position.  administrative
531,maintenance schedules
532,navy publications
533,record keeping
534,test equipment.
535,aps
536,cas/impact
537,csf
538,aviation supply chain
539,lean manufacturing
540,inventory levels.
541,a+ certification
542,active directory
543,cisco
544,disaster recovery
545,itil
546,lan
547,microsoft certified
548,windows 7
549,microsoft windows
550,windows xp
551,network administrator
552,network management
553,network hardware
554,network security
555,network troubleshooting
556,novell netware
557,proxy
558,system configuration
559,technical documentation
560,windows server
561,customer service skills
562,information technology
563,regulatory compliance
564,mainframes
565,mechanic
566,performance analysis
567,policy development
568,program management
569,project coordination
570,quick
571,guests
572,special events
573,leasing
574,administrative duties
575,copying
576,fax
577,mechanical
578,medical emergencies
579,typist
580,ada
581,design software
582,eit
583,excel vba
584,layout
585,macros
586,microstation
587,producing
588,utilities
589,vba
590,creative writing
591,rock climbing
592,visiprise
593,kronos
594,rotors
595,fuel systems
596,oxygen components
597,drive systems
598,maintenance publications
599,flight controls
600,power plants
601,landing gear systems
602,transmissions
603,composite blade repair
604,administrative
605,computer programmer
606,cpr certified
607,data base
608,decision making
609,listening
610,management information system
611,public safety
612,routing
613,security clearance
614,sorting
615,supervising
616,system administrator
617,repair
618,components and assemblies
619,relays
620,in-flight refueling systems
621,streamline
622,ctc
623,presentations
624,operation
625,inspections
626,engine
627,ejections seats
628,execution
629,including managers
630,remodels
631,new stores
632,relocations
633,new formats
634,values
635,enforces
636,complaints
637,tracked
638,ejection seat
639,logistic reports
640,process documentation
641,organized
642,guides
643,and course materials
644,occupational safety
645,using statistical formulas
646,special logistics inspections
647,interpreted
648,machines
649,systems
650,tasks
651,jobs
652,spss
653,high rise buildings
654,highways
655,water treatment plant
656,bridges
657,and airports
658,instrument
659,commercial
660,ground instructorflight training:private
661,dec 7
662,insurance
663,law
664,works
665,recruitment
666,seminars
667,welding
668,workflow
669,baseball
670,7th
671,& 8th graders)
672,store
673,reviews
674,fleet (stars fl)
675,one-touch
676,web lips
677,vlips
678,handling
679,correct
680,defense logistics agencies
681,general service administration
682,monitoring submarine requisitions
683,i.e.
684,federal
685,department of defense
686,methods
687,traffic
688,carcass tracking
689,icp
690,knows types
691,uses
692,supplies
693,to drmo
694,atac
695,analyze
696,accounting close
697,invoicing
698,accounting systems
699,adp
700,business management
701,creativity
702,erp
703,financial management
704,forklift operator
705,preparing forms
706,obligating funds
707,innovation
708,team building
709,2000
710,nec
711,publications
712,purchasing
713,requirement
714,written.
715,wiring troubleshooting
716,basic forms interpretation
717,electronic component repairs
718,wire routing
719,interpretation of schematics
720,supervisor skills
721,test equipment operation
722,electrical upgrades
723,mentoring
724,projections
725,service providers
726,contract providers
727,billing
728,bi
729,coaching
730,competitive
731,corporate finance
732,executive management
733,finance
734,financial accounting
735,financial analysis
736,analyze financial information
737,financial analyst
738,financial forecasting
739,financial forecasts
740,microsoft products
741,nt
742,month end close
743,negotiating
744,presenting
745,pricing analysis
746,process management
747,relationship management
748,sourcing strategies
749,annual reports
750,logistics forecasting/planning
751,project manager
752,supply chain management
753,logistics management
754,purchasing/procurement
755,qa/qc
756,record organization/maintenance
757,strategic planning
758,multi-site operations
759,multi-unit operations
760,supply policies
761,customer support/services
762,data entry process
763,file system development
764,property managementprograms
765,wbflis
766,logdat
767,fedlog
768,faast
769,exchange pricing
770,fmsweb
771,wright express (wex)
772,us            technical certificate
773,planning
774,program
775,bugdeting
776,us
777,administrative assistant
778,bachelors
779,interpersonal
780,criminal justice
781,detail-oriented
782,employee relations
783,general office
784,lesson plan
785,microsoft outlook
786,excellent people skills
787,performance management
788,switchboard
789,travel arrangements
790,type 45 wpm
791,wiring
792,anesthesia
793,surgery
794,therapy
795,vital signs
796,including physicians
797,pharmacists
798,accurately
799,administered iv fluids
800,diet
801,exercise
802,self-administration of medication
803,windows office suites
804,citrix
805,state     air menzies
806,reviewing
807,interpreting
808,warehousing
809,developing procedures
810,and implementing efficient
811,processes and methods
812,state        marketing
813,enrollment
814,follow mas procedure
815,filing
816,and editing.  responsible
817,demo's
818,availability
819,tools & techniques
820,gd&t
821,financial administrative
822,radiological surveying
823,survey waste material
824,excess materials
825,vehicles
826,ordnance handling
827,usa            languages      bilingual
828,armories
829,received
830,hand trucks
831,installed
832,machine guns
833,safety engineering
834,united states            skills
835,agency
836,loss prevention
837,program development
838,china
839,malaysia
840,indonesia
841,south africa
842,canada
843,maldives
844,brazil (exempt/non-exempt)
845,faa
846,design data
847,certification plans
848,compliance reports
849,91
850,23
851,mexico
852,new zealand
853,qatar
854,colombia
855,brazil
856,russia
857,processed invoice payments
858,cherokee flyers
859,inc.(president
860,vice president
861,director of membership
862,assist. treasurer)
863,autocad
864,
865,catalogs
866,civil aviation authority
867,computer networking
868,delivery documentation
869,all microsoft
870,windows operating systems
871,process development
872,sales support
873,regulatory compliance.
874,lean strategies
875,lean techniques
876,lean logic
877,state     windows
878,adobe pro
879,recruiting programs
880,responsibilities
881,benefits
882,communication
883,distortion analyzers
884,power meters
885,tools
886,counseled
887,removal
888,installation
889,maintenance instruction manuals
890,wiring diagrams
891,conducted on-the-job training
892,contact management
893,contact  management
894,counselor
895,human resource
896,legal
897,personnel training
898,recruiting
899,recruiter
900,selling
901,supply inventory
902,analytical skills
903,change management
904,chi
905,ma
906,negotiation
907,physiology
908,problem solving skills
909,quick learner
910,sheet metal enclosures
911,authorize
912,materials control lab
913,repair costs
914,bases of estimates
915,rfp solicitation
916,contract law
917,and in addition
918,using technology
919,3
920,differential equations
921,partial derivatives
922,discrete mathematics
923,linear algebra
924,number theory
925,finite element analysis
926,lie super-algebra
927,fluid mechanics
928,applied physics
929,solid state physics
930,spc
931,qfd
932,mistake-proofing
933,value stream mapping
934,gage capability
935,pfmea
936,apqp
937,dfmea
938,poka-yoke
939,cpk
940,dmadv
941,sipoc
942,copis
943,cables
944,charts
945,detail oriented
946,gps
947,graphs
948,multi-tasking
949,fm
950,sop
951,typing
952,vista
953,word processing
954,assembler
955,lcd
956,paint
957,painter
958,phones
959,accounts payable
960,aims
961,arbitration
962,cash flow
963,conferences
964,council
965,grants
966,letters
967,machinery
968,secretarial
969,technical assistance
970,ordnance
971,airborne weapons
972,aircraft mechanical
973,corrosion
974,corrosion control
975,missile
976,systems design
977,weapon
978,cashier
979,f-16
980,retail
981,retail marketing
982,pcs
983,x-ray
984,acrobat
985,adobe acrobat
986,enterprise resource planning
987,fedex
988,research and design
989,sap
990,lubrication
991,pricing plans
992,plan
993,crew schedules
994,500 flight requirements
995,preparing statistical reports
996,handling information requests
997,emailing
998,receiving visitors
999,arranging conference calls
1000,nema
1001,ieee
1002,slc500 plc's
1003,baldor motors
1004,gyros
1005,joysticks
1006,f-16 tomcat
1007,cable
1008,electrical engineering
1009,electrician
1010,hp
1011,manufacturing engineer
1012,microsoft dynamics
1013,microsoft visual c
1014,mpe9
1015,multi-meter
1016,pdm
1017,plc
1018,power distribution
1019,scada
1020,solidworks
1021,tomcat
1022,sae
1023,ohsa
1024,hse
1025,ul
1026,cable harness
1027,mrp
1028,ansi
1029,gas
1030,flow
1031,calculations
1032,design
1033,nitrogen
1034,pumps
1035,compressors
1036,heat exchangers
1037,quickly gaining trust
1038,scales
1039,wrappers
1040,compactors
1041,garbage disposals
1042,visions
1043,interpersonal skills  excel
1044,powerpoint  quick learner
1045,dc
1046,mathematics
1047,verbal communication
1048,production areas
1049,construction
1050,warehouse
1051,sourced
1052,buyers
1053,including inventory management
1054,materials administration
1055,personnel staffing
1056,camp pendleton
1057,asset management
1058,buying/procurement
1059,class
1060,material control
1061,bsi
1062,cost point
1063,inventory records
1064,million
1065,proposal preparation
1066,provisioning
1067,training initiatives
1068,hazmat
1069,six-sigma
1070,cd
1071,client
1072,dell
1073,desktops
1074,hard drive
1075,ide
1076,internet connectivity
1077,memory
1078,exchange server
1079,migration
1080,motherboards
1081,networking i
1082,nics
1083,pc hardware
1084,power supply
1085,routers
1086,sound cards
1087,video cards
1088,wan
1089,ups
1090,t-38
1091,boeing 737
1092,birthday parties
1093,bridal showers
1094,"baby
     showers"
1095,team leadership
1096,aviation knowledge
1097,painting
1098,maintain files
1099,type
1100,accounts receivable
1101,accounts receivables
1102,advertising
1103,attorney
1104,drafting
1105,litigation
1106,excel spreadsheets
1107,paralegal
1108,phone system
1109,pos
1110,researching
1111,scanner
1112,answering 				phones
1113,westlaw
1114,universal desktop
1115,like
1116,excursions
1117,hotel
1118,arabian gulf
1119,americas
1120,including access
1121,mathematical methods
1122,english literature
1123,english mainstream
1124,general accounting
1125,business solutions
1126,business strategies
1127,good communication skills
1128,communication skills
1129,oral
1130,client management
1131,dispatching
1132,essays
1133,financing
1134,leadership skills
1135,problem-solving skills
1136,retail sales
1137,scientific
1138,self motivated
1139,long-endurance uas
1140,including maintenance personnel
1141,work prioritization
1142,generated flight profiles
1143,suitability
1144,aircraft mechanics
1145,handling qualities
1146,mission suitability
1147,nasa
1148,us army
1149,ckc laboratories
1150,art
1151,concept
1152,conceptual design
1153,consultant
1154,fortran
1155,performance appraisals
1156,real-time
1157,system integration
1158,telemetry
1159,test director
1160,vms
1161,state        repair
1162,recondition
1163,service
1164,h-53
1165,av-8
1166,uh-1
1167,s-3
1168,inspected
1169,tested
1170,such as radar
1171,communications
1172,p-3
1173,e-2
1174,bench checks
1175,and troubleshot
1176,time domain reflectometers
1177,multi-trace oscilloscopes
1178,frequency counters
1179,handbooks
1180,tool control
1181,fod awareness/prevention
1182,computer input
1183,account management
1184,calendaring
1185,client relations
1186,computer proficiency
1187,coordination
1188,creative problem solving
1189,customer needs assessment
1190,data collection
1191,executive management support
1192,grammar
1193,internet research
1194,letters and memos
1195,multi-task management
1196,prioritization
1197,proofreading
1198,reading comprehension
1199,report transcription
1200,telephone skills
1201,travel booking
1202,travel planning
1203,vendor management
1204,coding
1205,jsp
1206,j2ee technologies
1207,hibernate3.x
1208,jpa
1209,spring 3.0
1210,struts 2.0
1211,ejb
1212,jms
1213,design patterns
1214,java script
1215,angularjs
1216,unix system programming
1217,cuda
1218,perl  data structures
1219,operating system concepts
1220,iometer
1221,code warrior
1222,vi editor
1223,arduino
1224,oracle 11g
1225,code blocks
1226,iscsi initiator
1227,netapp internal tools
1228,navicat
1229,jconsole
1230,jmeter
1231,jboss
1232,tee
1233,cp and mv
1234,jquery
1235,batch script
1236,accounting system
1237,strategy
1238,underwriter
1239,underwriting
1240,verbal communication skills
1241,written communication skills
1242,accountancy
1243,business plan
1244,contract negotiation
1245,senior management
1246,conversational french
1247,italian
1248,reception
1249,websites
1250,circuits
1251,clinical trial
1252,fda
1253,janitorial duties
1254,analog
1255,cabling
1256,cdl
1257,cellular
1258,clean room
1259,data warehouses
1260,fitter
1261,grinders
1262,invoices
1263,landscaping
1264,mac
1265,mail room
1266,marketing analysis
1267,material handler
1268,mil spec
1269,mil-std
1270,org development
1271,organizational development
1272,posting
1273,short-term disability
1274,solder
1275,splicing
1276,std
1277,storage area network
1278,technical writer
1279,wireless
1280,nas
1281,network attached storage
1282,military aircraft
1283,accommodations
1284,photocopiers and scanners
1285,facsimile machines
1286,voice mail systems
1287,g2 secure staff
1288,lead
1289,crafts
1290,sports
1291,games
1292,camping
1293,state        maintain photocopiers
1294,scanners
1295,state      maintain photocopiers
1296,facsimile
1297,mediation
1298,office machines
1299,photocopiers
1300,voice mail
1301,well organized
1302,aircraft clean up
1303,conflict resolution
1304,self-starter
1305,antivirus
1306,budget planning
1307,cat 5
1308,data processing
1309,data management
1310,electronic mail
1311,hp-ux
1312,windows platform
1313,network administration
1314,peripherals
1315,process improvement
1316,switch
1317,software support
1318,trend
1319,cost analysis
1320,dts
1321,financial management 3
1322,forecasting
1323,office 3
1324,organizing
1325,police
1326,surveys
1327,business process improvement
1328,continuous improvement
1329,cost reduction
1330,managing inventory levels
1331,inventory levels
1332,materials management
1333,proposal
1334,balance budgets
1335,personnel policies
1336,piper cherokee
1337,aerocommander 520
1338,far's
1339,manufacturer maintenance manuals
1340,turboshaft
1341,reciprocating engines
1342,exhaust
1343,fuel
1344,ignition
1345,electrical
1346,communication/navigation
1347,ice and rain
1348,fire protection
1349,developing
1350,teach
1351,kaizen events
1352,process controls
1353,visual controls
1354,flow production
1355,managerial skills
1356,overhead bins
1357,etc)
1358,and exterior (flaps
1359,slats
1360,actuators
1361,ipods
1362,troubleshot
1363,microsoft windows 95
1364,windows 95
1365,security guard
1366,cash
1367,cash register
1368,of sales
1369,sales associate
1370,sales floor
1371,the sales
1372,fiber optic
1373,kaizen
1374,mapping
1375,seats
1376,fcc
1377,airfoils
1378,apu
1379,aviation electronics
1380,black belt
1381,e3
1382,e-carrier
1383,fiber optics
1384,hydraulic/pneumatic
1385,induction
1386,operators license
1387,optics
1388,oh)
1389,ability to lead
1390,regulatory
1391,solicit
1392,such as manufacturers
1393,distributors
1394,maintaining inventory
1395,returns
1396,damages
1397,etc
1398,performance feedback
1399,and disciplinary recommendations
1400,new applications
1401,ms power point
1402,microsoft publisher
1403,aia
1404,business plans
1405,controller
1406,database administration
1407,database development
1408,focus
1409,hvac
1410,mark
1411,mod 2
1412,occupational health
1413,risk assessment
1414,system design
1415,systems engineering
1416,systems support
1417,technical writing
1418,blue print reading
1419,cnc
1420,lathes
1421,machining
1422,forklifts
1423,iso
1424,schedules
1425,navosh
1426,and the handling
1427,work ethic
1428,customer astuteness
1429,deploying
1430,configuring
1431,environment
1432,wins
1433,rras
1434,ipsec
1435,tcp/ip
1436,supervised
1437,in-process inspection/troubleshooting procedures
1438,compression ignition engines
1439,engine fuel systems
1440,cooling systems
1441,vehicle chassis
1442,frame cross members
1443,clutches assemblies
1444,transfers
1445,final drives
1446,propeller shaft assemblies
1447,suspensions systems
1448,fifth wheel assemblies
1449,wheeled vehicle crane
1450,and hydraulic systems
1451,assessment
1452,000
1453,backup hardware
1454,computer troubleshooting
1455,client support
1456,dhcp
1457,file servers
1458,ip configuration
1459,mcse
1460,human relations
1461,real estate services
1462,alaskan way viaduct
1463,aviation planning
1464,evans school
1465,graphics
1466,graphic
1467,hyperion
1468,i-90
1469,3.1
1470,negotiations
1471,real estate
1472,lynnwood
1473,software installation
1474,user training
1475,customer care
1476,fundraising
1477,interior design
1478,marketing materials
1479,norton
1480,sage
1481,strategic plans
1482,skiing
1483,mini deaf olympics
